,County Code,District Code,School Code,StudentGrowth,Expectations,LowGrowth,TypicalGrowth,HighGrowth
568,3,440,50,ELA,Exceeded,1,1,5
569,3,440,50,Math,Did Not Yet Meet,0,5,0
570,3,440,50,Math,Partially Met,4,1,8
571,3,440,50,Math,Approached,13,10,16
572,3,440,50,Math,Met,9,7,25
573,3,440,50,Math,Exceeded,1,0,3
574,3,740,50,ELA,Did Not Yet Meet,2,1,1
575,3,740,50,ELA,Partially Met,6,5,5
576,3,740,50,ELA,Approached,10,9,9
577,3,740,50,ELA,Met,15,13,12
578,3,740,50,ELA,Exceeded,5,2,3
579,3,740,50,Math,Did Not Yet Meet,1,0,0
580,3,740,50,Math,Partially Met,8,8,4
581,3,740,50,Math,Approached,16,18,8
582,3,740,50,Math,Met,16,10,7
583,3,740,50,Math,Exceeded,1,1,2
584,3,890,50,ELA,Did Not Yet Meet,0,0,1
585,3,890,50,ELA,Partially Met,2,2,11
586,3,890,50,ELA,Approached,2,6,22
587,3,890,50,ELA,Met,4,16,30
588,3,890,50,ELA,Exceeded,0,2,2
589,3,890,50,Math,Did Not Yet Meet,0,0,1
590,3,890,50,Math,Partially Met,1,5,12
591,3,890,50,Math,Approached,7,12,32
592,3,890,50,Math,Met,7,9,9
593,3,890,50,Math,Exceeded,2,2,2
594,3,890,60,ELA,Did Not Yet Meet,0,0,2
595,3,890,60,ELA,Partially Met,4,5,5
596,3,890,60,ELA,Approached,4,10,16
597,3,890,60,ELA,Met,13,10,17
598,3,890,60,ELA,Exceeded,8,3,2
599,3,890,60,Math,Did Not Yet Meet,0,1,1
600,3,890,60,Math,Partially Met,6,6,5
601,3,890,60,Math,Approached,7,12,10
602,3,890,60,Math,Met,11,15,16
603,3,890,60,Math,Exceeded,5,3,2
604,3,890,70,ELA,Partially Met,3,5,8
605,3,890,70,ELA,Approached,3,7,17
606,3,890,70,ELA,Met,13,10,22
607,3,890,70,ELA,Exceeded,3,5,3
608,3,890,70,Math,Did Not Yet Meet,0,2,2
609,3,890,70,Math,Partially Met,5,5,8
610,3,890,70,Math,Approached,22,5,17
611,3,890,70,Math,Met,14,9,8
612,3,890,70,Math,Exceeded,3,2,0
613,3,890,80,ELA,Did Not Yet Meet,3,3,4
614,3,890,80,ELA,Partially Met,4,5,5
615,3,890,80,ELA,Approached,9,8,13
616,3,890,80,ELA,Met,12,13,16
617,3,890,80,ELA,Exceeded,2,2,1
618,3,890,80,Math,Did Not Yet Meet,4,4,0
619,3,890,80,Math,Partially Met,6,7,6
620,3,890,80,Math,Approached,13,13,10
621,3,890,80,Math,Met,9,16,9
622,3,890,80,Math,Exceeded,1,1,1
623,3,930,50,ELA,Did Not Yet Meet,1,0,1
624,3,930,50,ELA,Partially Met,1,2,2
625,3,930,50,ELA,Approached,2,4,8
626,3,930,50,ELA,Met,4,11,50
627,3,930,50,ELA,Exceeded,1,3,9
628,3,930,50,Math,Did Not Yet Meet,0,0,1
629,3,930,50,Math,Partially Met,1,0,2
630,3,930,50,Math,Approached,0,2,13
631,3,930,50,Math,Met,10,4,45
632,3,930,50,Math,Exceeded,2,4,15
633,3,930,60,ELA,Did Not Yet Meet,0,0,0
634,3,930,60,ELA,Partially Met,1,1,2
635,3,930,60,ELA,Approached,3,3,5
636,3,930,60,ELA,Met,12,11,18
637,3,930,60,ELA,Exceeded,15,14,16
638,3,930,60,Math,Partially Met,2,0,1
639,3,930,60,Math,Approached,9,7,7
640,3,930,60,Math,Met,12,21,22
641,3,930,60,Math,Exceeded,3,7,9
642,3,990,45,ELA,Did Not Yet Meet,2,1,0
643,3,990,45,ELA,Partially Met,4,2,2
644,3,990,45,ELA,Approached,6,6,7
645,3,990,45,ELA,Met,14,11,12
646,3,990,45,ELA,Exceeded,9,11,14
647,3,990,45,Math,Did Not Yet Meet,4,1,4
648,3,990,45,Math,Partially Met,7,7,6
649,3,990,45,Math,Approached,11,5,10
650,3,990,45,Math,Met,10,12,20
651,3,990,45,Math,Exceeded,1,0,1
652,3,990,50,ELA,Did Not Yet Meet,1,0,0
653,3,990,50,ELA,Partially Met,1,2,6
654,3,990,50,ELA,Approached,2,1,6
655,3,990,50,ELA,Met,16,11,30
656,3,990,50,ELA,Exceeded,9,7,8
657,3,990,50,Math,Did Not Yet Meet,1,0,0
658,3,990,50,Math,Partially Met,2,2,8
659,3,990,50,Math,Approached,5,8,11
660,3,990,50,Math,Met,12,20,24
661,3,990,50,Math,Exceeded,5,1,3
662,3,990,60,ELA,Did Not Yet Meet,0,0,1
663,3,990,60,ELA,Partially Met,1,1,2
664,3,990,60,ELA,Approached,3,2,9
665,3,990,60,ELA,Met,3,20,33
666,3,990,60,ELA,Exceeded,2,8,14
667,3,990,60,Math,Did Not Yet Meet,0,0,1
668,3,990,60,Math,Partially Met,2,1,4
669,3,990,60,Math,Approached,4,4,11
670,3,990,60,Math,Met,7,12,36
671,3,990,60,Math,Exceeded,4,7,7
672,3,1070,40,ELA,Partially Met,1,1,1
673,3,1070,40,ELA,Approached,6,5,7
674,3,1070,40,ELA,Met,15,22,24
675,3,1070,40,ELA,Exceeded,7,8,6
676,3,1070,40,Math,Partially Met,1,1,1
677,3,1070,40,Math,Approached,4,6,9
678,3,1070,40,Math,Met,10,16,37
679,3,1070,40,Math,Exceeded,1,4,11
680,3,1070,50,ELA,Partially Met,0,1,1
681,3,1070,50,ELA,Approached,1,1,3
682,3,1070,50,ELA,Met,20,23,20
683,3,1070,50,ELA,Exceeded,12,9,7
684,3,1070,50,Math,Partially Met,1,0,1
685,3,1070,50,Math,Approached,1,4,14
686,3,1070,50,Math,Met,14,20,24
687,3,1070,50,Math,Exceeded,3,8,9
688,3,1130,50,ELA,Did Not Yet Meet,0,0,1
689,3,1130,50,ELA,Partially Met,2,3,4
690,3,1130,50,ELA,Approached,11,10,4
691,3,1130,50,ELA,Met,20,19,13
692,3,1130,50,ELA,Exceeded,5,1,7
693,3,1130,50,Math,Did Not Yet Meet,0,0,1
694,3,1130,50,Math,Partially Met,3,1,8
695,3,1130,50,Math,Approached,7,14,9
696,3,1130,50,Math,Met,17,19,15
697,3,1130,50,Math,Exceeded,3,2,2
698,3,1130,60,ELA,Did Not Yet Meet,1,0,1
699,3,1130,60,ELA,Partially Met,2,1,2
700,3,1130,60,ELA,Approached,5,8,10
701,3,1130,60,ELA,Met,12,16,23
702,3,1130,60,ELA,Exceeded,4,7,8
703,3,1130,60,Math,Did Not Yet Meet,0,0,0
704,3,1130,60,Math,Partially Met,2,3,4
705,3,1130,60,Math,Approached,10,10,13
706,3,1130,60,Math,Met,12,16,21
707,3,1130,60,Math,Exceeded,1,3,5
708,3,1130,70,ELA,Partially Met,2,0,0
709,3,1130,70,ELA,Approached,15,6,6
710,3,1130,70,ELA,Met,17,21,23
711,3,1130,70,ELA,Exceeded,6,0,6
712,3,1130,70,Math,Partially Met,2,2,2
713,3,1130,70,Math,Approached,9,17,17
714,3,1130,70,Math,Met,17,13,11
715,3,1130,70,Math,Exceeded,2,2,6
716,3,1130,80,ELA,Did Not Yet Meet,1,1,1
717,3,1130,80,ELA,Partially Met,1,2,3
718,3,1130,80,ELA,Approached,7,8,9
719,3,1130,80,ELA,Met,13,22,18
720,3,1130,80,ELA,Exceeded,3,4,6
721,3,1130,80,Math,Did Not Yet Meet,0,1,1
722,3,1130,80,Math,Partially Met,3,5,8
723,3,1130,80,Math,Approached,5,15,12
724,3,1130,80,Math,Met,10,22,18
725,3,1130,80,Math,Exceeded,1,0,1
726,3,1230,40,ELA,Did Not Yet Meet,1,1,2
727,3,1230,40,ELA,Partially Met,3,1,4
728,3,1230,40,ELA,Approached,3,11,12
729,3,1230,40,ELA,Met,13,16,16
730,3,1230,40,ELA,Exceeded,4,7,5
731,3,1230,40,Math,Did Not Yet Meet,1,2,0
732,3,1230,40,Math,Partially Met,2,6,3
733,3,1230,40,Math,Approached,16,12,6
734,3,1230,40,Math,Met,14,16,13
735,3,1230,40,Math,Exceeded,3,3,4
736,3,1230,80,ELA,Did Not Yet Meet,6,1,4
737,3,1230,80,ELA,Partially Met,1,3,7
738,3,1230,80,ELA,Approached,6,3,12
739,3,1230,80,ELA,Met,9,10,34
740,3,1230,80,ELA,Exceeded,0,0,3
741,3,1230,80,Math,Did Not Yet Meet,1,0,3
742,3,1230,80,Math,Partially Met,3,6,0
743,3,1230,80,Math,Approached,3,18,24
744,3,1230,80,Math,Met,6,9,16
745,3,1230,80,Math,Exceeded,1,6,4
746,3,1270,50,ELA,Did Not Yet Meet,2,4,1
747,3,1270,50,ELA,Partially Met,5,4,3
748,3,1270,50,ELA,Approached,11,10,4
749,3,1270,50,ELA,Met,16,16,15
750,3,1270,50,ELA,Exceeded,2,2,5
751,3,1270,50,Math,Did Not Yet Meet,2,2,2
752,3,1270,50,Math,Partially Met,4,7,5
753,3,1270,50,Math,Approached,5,8,8
754,3,1270,50,Math,Met,15,16,15
755,3,1270,50,Math,Exceeded,5,2,4
756,3,1345,60,ELA,Did Not Yet Meet,2,2,5
757,3,1345,60,ELA,Partially Met,3,3,9
758,3,1345,60,ELA,Approached,6,13,10
759,3,1345,60,ELA,Met,9,11,19
760,3,1345,60,ELA,Exceeded,2,2,2
761,3,1345,60,Math,Did Not Yet Meet,3,3,3
762,3,1345,60,Math,Partially Met,4,9,11
763,3,1345,60,Math,Approached,6,10,14
764,3,1345,60,Math,Met,8,12,17
765,3,1345,60,Math,Exceeded,0,1,1
766,3,1345,70,ELA,Did Not Yet Meet,0,4,0
767,3,1345,70,ELA,Partially Met,3,12,3
768,3,1345,70,ELA,Approached,11,12,11
769,3,1345,70,ELA,Met,5,9,23
770,3,1345,70,ELA,Exceeded,1,1,5
771,3,1345,70,Math,Did Not Yet Meet,2,1,6
772,3,1345,70,Math,Partially Met,1,6,13
773,3,1345,70,Math,Approached,6,8,14
774,3,1345,70,Math,Met,11,9,20
775,3,1345,70,Math,Exceeded,0,2,0
776,3,1345,80,ELA,Did Not Yet Meet,2,2,0
777,3,1345,80,ELA,Partially Met,4,1,3
778,3,1345,80,ELA,Approached,7,11,13
779,3,1345,80,ELA,Met,11,14,29
780,3,1345,80,ELA,Exceeded,0,1,2
781,3,1345,80,Math,Did Not Yet Meet,0,1,3
782,3,1345,80,Math,Partially Met,3,6,8
783,3,1345,80,Math,Approached,5,14,16
784,3,1345,80,Math,Met,10,13,20
785,3,1345,80,Math,Exceeded,1,0,0
786,3,1345,90,ELA,Did Not Yet Meet,2,3,2
787,3,1345,90,ELA,Partially Met,2,6,7
788,3,1345,90,ELA,Approached,10,10,17
789,3,1345,90,ELA,Met,14,19,8
790,3,1345,90,ELA,Exceeded,1,0,0
791,3,1345,90,Math,Did Not Yet Meet,4,2,3
792,3,1345,90,Math,Partially Met,9,8,9
793,3,1345,90,Math,Approached,4,13,20
794,3,1345,90,Math,Met,6,6,16
795,3,1345,90,Math,Exceeded,0,0,1
796,3,1360,50,ELA,Did Not Yet Meet,1,0,2
797,3,1360,50,ELA,Partially Met,2,2,0
798,3,1360,50,ELA,Approached,7,7,2
799,3,1360,50,ELA,Met,24,11,7
800,3,1360,50,ELA,Exceeded,17,8,8
801,3,1360,60,ELA,Did Not Yet Meet,0,1,0
802,3,1360,60,ELA,Partially Met,4,4,2
803,3,1360,60,ELA,Approached,8,6,7
804,3,1360,60,ELA,Met,23,18,18
805,3,1360,60,ELA,Exceeded,4,2,3
806,3,1360,60,Math,Did Not Yet Meet,1,0,0
807,3,1360,60,Math,Partially Met,5,4,8
808,3,1360,60,Math,Approached,12,8,14
809,3,1360,60,Math,Met,11,17,15
810,3,1360,60,Math,Exceeded,1,1,2
811,3,1370,60,ELA,Did Not Yet Meet,2,4,1
812,3,1370,60,ELA,Partially Met,6,5,3
813,3,1370,60,ELA,Approached,14,10,11
814,3,1370,60,ELA,Met,17,9,11
815,3,1370,60,ELA,Exceeded,4,2,1
816,3,1370,60,Math,Did Not Yet Meet,1,2,2
817,3,1370,60,Math,Partially Met,10,7,10
818,3,1370,60,Math,Approached,12,14,9
819,3,1370,60,Math,Met,10,10,8
820,3,1370,60,Math,Exceeded,1,1,1
821,3,1370,76,ELA,Did Not Yet Meet,2,4,3
822,3,1370,76,ELA,Partially Met,5,6,10
823,3,1370,76,ELA,Approached,8,11,14
824,3,1370,76,ELA,Met,10,8,13
825,3,1370,76,ELA,Exceeded,2,1,1
826,3,1380,60,ELA,Did Not Yet Meet,1,0,2
827,3,1380,60,ELA,Partially Met,1,2,4
828,3,1380,60,ELA,Approached,4,5,7
829,3,1380,60,ELA,Met,11,9,24
830,3,1380,60,ELA,Exceeded,4,8,17
831,3,1380,60,Math,Did Not Yet Meet,0,1,0
832,3,1380,60,Math,Partially Met,6,1,4
833,3,1380,60,Math,Approached,9,7,5
834,3,1380,60,Math,Met,16,9,19
835,3,1380,60,Math,Exceeded,9,6,7
836,3,1450,60,ELA,Did Not Yet Meet,1,0,0
837,3,1450,60,ELA,Partially Met,1,2,2
838,3,1450,60,ELA,Approached,5,5,6
839,3,1450,60,ELA,Met,15,18,20
840,3,1450,60,ELA,Exceeded,4,9,10
841,3,1450,60,Math,Did Not Yet Meet,1,2,1
842,3,1450,60,Math,Partially Met,3,1,3
843,3,1450,60,Math,Approached,10,9,8
844,3,1450,60,Math,Met,15,19,18
845,3,1450,60,Math,Exceeded,3,4,2
846,3,1450,70,ELA,Did Not Yet Meet,2,1,1
847,3,1450,70,ELA,Partially Met,5,3,3
848,3,1450,70,ELA,Approached,5,6,5
849,3,1450,70,ELA,Met,14,11,17
850,3,1450,70,ELA,Exceeded,8,9,12
851,3,1450,70,Math,Did Not Yet Meet,0,2,1
852,3,1450,70,Math,Partially Met,3,14,6
853,3,1450,70,Math,Approached,17,5,14
854,3,1450,70,Math,Met,9,13,18
855,3,1450,80,ELA,Did Not Yet Meet,0,0,1
856,3,1450,80,ELA,Partially Met,1,1,2
857,3,1450,80,ELA,Approached,3,6,14
858,3,1450,80,ELA,Met,14,12,22
859,3,1450,80,ELA,Exceeded,4,10,10
860,3,1450,80,Math,Partially Met,0,1,1
861,3,1450,80,Math,Approached,5,3,9
862,3,1450,80,Math,Met,7,18,30
863,3,1450,80,Math,Exceeded,5,12,8
864,3,1450,85,ELA,Did Not Yet Meet,4,0,0
865,3,1450,85,ELA,Partially Met,5,4,5
866,3,1450,85,ELA,Approached,10,8,8
867,3,1450,85,ELA,Met,19,16,10
868,3,1450,85,ELA,Exceeded,3,3,4
869,3,1450,85,Math,Did Not Yet Meet,3,0,1
870,3,1450,85,Math,Partially Met,4,3,4
871,3,1450,85,Math,Approached,15,9,7
872,3,1450,85,Math,Met,4,22,19
873,3,1450,85,Math,Exceeded,4,3,3
874,3,1450,100,ELA,Partially Met,0,3,2
875,3,1450,100,ELA,Approached,3,9,11
876,3,1450,100,ELA,Met,5,13,25
877,3,1450,100,ELA,Exceeded,8,8,14
878,3,1450,100,Math,Partially Met,0,2,0
879,3,1450,100,Math,Approached,5,0,11
880,3,1450,100,Math,Met,20,14,23
881,3,1450,100,Math,Exceeded,5,6,14
882,3,1450,110,ELA,Did Not Yet Meet,0,2,1
883,3,1450,110,ELA,Partially Met,4,1,2
884,3,1450,110,ELA,Approached,5,2,7
885,3,1450,110,ELA,Met,9,16,28
886,3,1450,110,ELA,Exceeded,2,8,13
887,3,1450,110,Math,Did Not Yet Meet,2,0,1
888,3,1450,110,Math,Partially Met,2,3,2
889,3,1450,110,Math,Approached,3,5,7
890,3,1450,110,Math,Met,14,21,24
891,3,1450,110,Math,Exceeded,2,4,8
892,3,1450,140,ELA,Did Not Yet Meet,1,0,1
893,3,1450,140,ELA,Partially Met,2,1,3
894,3,1450,140,ELA,Approached,3,8,10
895,3,1450,140,ELA,Met,12,17,24
896,3,1450,140,ELA,Exceeded,4,3,11
897,3,1450,140,Math,Did Not Yet Meet,1,0,0
898,3,1450,140,Math,Partially Met,1,1,6
899,3,1450,140,Math,Approached,3,5,12
900,3,1450,140,Math,Met,7,15,36
901,3,1450,140,Math,Exceeded,4,3,7
902,3,1450,160,ELA,Did Not Yet Meet,0,0,3
903,3,1450,160,ELA,Partially Met,1,1,3
904,3,1450,160,ELA,Approached,4,7,7
905,3,1450,160,ELA,Met,23,10,23
906,3,1450,160,ELA,Exceeded,5,3,10
907,3,1450,160,Math,Did Not Yet Meet,0,0,1
908,3,1450,160,Math,Partially Met,3,5,1
909,3,1450,160,Math,Approached,5,7,8
910,3,1450,160,Math,Met,12,18,22
911,3,1450,160,Math,Exceeded,3,1,12
912,3,1470,60,ELA,Did Not Yet Meet,4,2,3
913,3,1470,60,ELA,Partially Met,9,7,7
914,3,1470,60,ELA,Approached,15,11,10
915,3,1470,60,ELA,Met,11,11,8
916,3,1470,60,ELA,Exceeded,0,1,0
917,3,1470,60,Math,Did Not Yet Meet,5,4,5
918,3,1470,60,Math,Partially Met,10,11,19
919,3,1470,60,Math,Approached,11,10,15
920,3,1470,60,Math,Met,3,4,3
921,3,1470,60,Math,Exceeded,0,0,0
922,3,1550,60,ELA,Did Not Yet Meet,0,0,0
923,3,1550,60,ELA,Partially Met,0,1,5
924,3,1550,60,ELA,Approached,2,5,12
925,3,1550,60,ELA,Met,12,12,32
926,3,1550,60,ELA,Exceeded,4,4,10
927,3,1550,60,Math,Did Not Yet Meet,0,0,1
928,3,1550,60,Math,Partially Met,1,2,2
929,3,1550,60,Math,Approached,1,7,14
930,3,1550,60,Math,Met,7,13,36
931,3,1550,60,Math,Exceeded,2,5,7
932,3,1550,70,ELA,Did Not Yet Meet,1,3,4
933,3,1550,70,ELA,Partially Met,3,6,4
934,3,1550,70,ELA,Approached,4,3,11
935,3,1550,70,ELA,Met,6,15,22
936,3,1550,70,ELA,Exceeded,3,8,9
937,3,1550,70,Math,Did Not Yet Meet,2,1,1
938,3,1550,70,Math,Partially Met,10,3,7
939,3,1550,70,Math,Approached,7,7,5
940,3,1550,70,Math,Met,14,11,17
941,3,1550,70,Math,Exceeded,4,4,5
942,3,1550,80,ELA,Did Not Yet Meet,0,2,2
943,3,1550,80,ELA,Partially Met,1,1,2
944,3,1550,80,ELA,Approached,5,5,16
945,3,1550,80,ELA,Met,9,13,31
946,3,1550,80,ELA,Exceeded,2,5,7
947,3,1550,80,Math,Did Not Yet Meet,0,1,0
948,3,1550,80,Math,Partially Met,2,3,4
949,3,1550,80,Math,Approached,6,11,10
950,3,1550,80,Math,Met,12,15,21
951,3,1550,80,Math,Exceeded,3,5,5
952,3,1550,90,ELA,Did Not Yet Meet,0,1,2
953,3,1550,90,ELA,Partially Met,2,1,5
954,3,1550,90,ELA,Approached,4,9,8
955,3,1550,90,ELA,Met,17,20,22
956,3,1550,90,ELA,Exceeded,4,2,4
957,3,1550,90,Math,Did Not Yet Meet,1,1,1
958,3,1550,90,Math,Partially Met,2,2,4
959,3,1550,90,Math,Approached,5,6,14
960,3,1550,90,Math,Met,11,12,24
961,3,1550,90,Math,Exceeded,5,8,5
962,3,1550,100,ELA,Did Not Yet Meet,2,0,1
963,3,1550,100,ELA,Partially Met,3,1,1
964,3,1550,100,ELA,Approached,10,4,6
965,3,1550,100,ELA,Met,16,8,8
966,3,1550,100,ELA,Exceeded,11,13,20
967,3,1580,15,ELA,Did Not Yet Meet,1,1,1
968,3,1580,15,ELA,Partially Met,6,2,2
969,3,1580,15,ELA,Approached,3,3,8
970,3,1580,15,ELA,Met,16,8,14
971,3,1580,15,ELA,Exceeded,14,9,11
972,3,1580,15,Math,Did Not Yet Meet,2,6,1
973,3,1580,15,Math,Partially Met,2,4,2
974,3,1580,15,Math,Approached,6,10,13
975,3,1580,15,Math,Met,18,14,13
976,3,1580,15,Math,Exceeded,6,1,3
977,3,1580,20,ELA,Partially Met,2,2,2
978,3,1580,20,ELA,Approached,5,2,4
979,3,1580,20,ELA,Met,22,22,15
980,3,1580,20,ELA,Exceeded,7,11,7
981,3,1580,20,Math,Partially Met,2,4,0
982,3,1580,20,Math,Approached,2,2,7
983,3,1580,20,Math,Met,20,24,29
984,3,1580,20,Math,Exceeded,4,2,5
985,3,1580,30,ELA,Did Not Yet Meet,4,1,1
986,3,1580,30,ELA,Partially Met,3,3,0
987,3,1580,30,ELA,Approached,4,7,7
988,3,1580,30,ELA,Met,3,4,40
989,3,1580,30,ELA,Exceeded,1,8,15
990,3,1580,30,Math,Did Not Yet Meet,0,1,0
991,3,1580,30,Math,Partially Met,11,3,1
992,3,1580,30,Math,Approached,7,5,7
993,3,1580,30,Math,Met,13,20,20
994,3,1580,30,Math,Exceeded,3,3,7
995,3,1580,40,ELA,Did Not Yet Meet,0,0,1
996,3,1580,40,ELA,Partially Met,0,0,1
997,3,1580,40,ELA,Approached,3,4,4
998,3,1580,40,ELA,Met,9,13,37
999,3,1580,40,ELA,Exceeded,7,3,16
1000,3,1580,40,Math,Partially Met,0,0,4
1001,3,1580,40,Math,Approached,3,7,10
1002,3,1580,40,Math,Met,19,16,22
1003,3,1580,40,Math,Exceeded,4,10,4
1004,3,1700,60,ELA,Did Not Yet Meet,3,3,2
1005,3,1700,60,ELA,Partially Met,3,5,4
1006,3,1700,60,ELA,Approached,13,7,5
1007,3,1700,60,ELA,Met,20,14,11
1008,3,1700,60,ELA,Exceeded,4,4,3
1009,3,1700,60,Math,Did Not Yet Meet,2,3,1
1010,3,1700,60,Math,Partially Met,8,4,2
1011,3,1700,60,Math,Approached,16,12,3
1012,3,1700,60,Math,Met,28,13,5
1013,3,1700,60,Math,Exceeded,2,3,1
1014,3,1700,70,ELA,Did Not Yet Meet,2,2,3
1015,3,1700,70,ELA,Partially Met,6,8,5
1016,3,1700,70,ELA,Approached,11,11,10
1017,3,1700,70,ELA,Met,12,13,13
1018,3,1700,70,ELA,Exceeded,2,2,1
1019,3,1700,70,Math,Did Not Yet Meet,2,1,3
1020,3,1700,70,Math,Partially Met,8,7,6
1021,3,1700,70,Math,Approached,24,13,7
1022,3,1700,70,Math,Met,13,7,5
1023,3,1700,70,Math,Exceeded,2,1,1
1024,3,1700,80,ELA,Did Not Yet Meet,2,2,3
1025,3,1700,80,ELA,Partially Met,7,6,9
1026,3,1700,80,ELA,Approached,10,18,8
1027,3,1700,80,ELA,Met,17,10,6
1028,3,1700,80,Math,Did Not Yet Meet,2,2,0
1029,3,1700,80,Math,Partially Met,16,8,7
1030,3,1700,80,Math,Approached,24,13,7
1031,3,1700,80,Math,Met,10,6,6
1032,3,1700,100,ELA,Did Not Yet Meet,1,0,2
1033,3,1700,100,ELA,Partially Met,0,1,10
1034,3,1700,100,ELA,Approached,5,4,19
1035,3,1700,100,ELA,Met,10,10,29
1036,3,1700,100,ELA,Exceeded,0,1,8
1037,3,1700,100,Math,Partially Met,0,8,15
1038,3,1700,100,Math,Approached,8,10,31
1039,3,1700,100,Math,Met,4,10,12
1040,3,1700,100,Math,Exceeded,1,1,0
1041,3,1700,120,ELA,Did Not Yet Meet,8,4,5
1042,3,1700,120,ELA,Partially Met,7,8,3
1043,3,1700,120,ELA,Approached,10,4,11
1044,3,1700,120,ELA,Met,15,10,11
1045,3,1700,120,ELA,Exceeded,3,0,0
1046,3,1700,120,Math,Did Not Yet Meet,2,1,1
1047,3,1700,120,Math,Partially Met,7,8,14
1048,3,1700,120,Math,Approached,9,13,13
1049,3,1700,120,Math,Met,7,10,15
1050,3,1700,120,Math,Exceeded,0,1,1
1051,3,1700,130,ELA,Did Not Yet Meet,3,0,0
1052,3,1700,130,ELA,Partially Met,4,9,3
1053,3,1700,130,ELA,Approached,14,8,4
1054,3,1700,130,ELA,Met,30,13,10
1055,3,1700,130,ELA,Exceeded,3,0,1
1056,3,1700,130,Math,Did Not Yet Meet,0,1,5
1057,3,1700,130,Math,Partially Met,6,3,4
1058,3,1700,130,Math,Approached,19,10,5
1059,3,1700,130,Math,Met,23,14,6
1060,3,1700,130,Math,Exceeded,1,1,1
1061,3,1700,205,ELA,Did Not Yet Meet,4,4,8
1062,3,1700,205,ELA,Partially Met,4,4,6
1063,3,1700,205,ELA,Approached,5,8,14
1064,3,1700,205,ELA,Met,13,7,19
1065,3,1700,205,ELA,Exceeded,0,0,2
1066,3,1700,205,Math,Did Not Yet Meet,0,3,4
1067,3,1700,205,Math,Partially Met,4,4,15
1068,3,1700,205,Math,Approached,8,9,14
1069,3,1700,205,Math,Met,4,16,13
1070,3,1700,205,Math,Exceeded,2,1,2
1071,3,1760,60,ELA,Did Not Yet Meet,0,0,0
1072,3,1760,60,ELA,Partially Met,1,2,3
1073,3,1760,60,ELA,Approached,6,3,11
1074,3,1760,60,ELA,Met,10,16,22
1075,3,1760,60,ELA,Exceeded,5,9,12
1076,3,1760,60,Math,Partially Met,1,0,5
1077,3,1760,60,Math,Approached,7,8,15
1078,3,1760,60,Math,Met,8,20,32
1079,3,1760,60,Math,Exceeded,0,1,3
1080,3,1760,65,ELA,Approached,5,3,9
1081,3,1760,65,ELA,Met,13,15,27
1082,3,1760,65,ELA,Exceeded,7,7,15
1083,3,1760,65,Math,Partially Met,0,1,3
1084,3,1760,65,Math,Approached,5,7,3
1085,3,1760,65,Math,Met,21,21,20
1086,3,1760,65,Math,Exceeded,8,8,3
1087,3,1760,70,ELA,Partially Met,0,0,4
1088,3,1760,70,ELA,Approached,2,4,7
1089,3,1760,70,ELA,Met,20,13,22
1090,3,1760,70,ELA,Exceeded,11,11,4
1091,3,1760,70,Math,Partially Met,0,0,2
1092,3,1760,70,Math,Approached,4,2,7
1093,3,1760,70,Math,Met,33,16,11
1094,3,1760,70,Math,Exceeded,18,4,2
1095,3,1760,80,ELA,Partially Met,1,1,1
1096,3,1760,80,ELA,Approached,6,8,3
1097,3,1760,80,ELA,Met,26,17,21
1098,3,1760,80,ELA,Exceeded,13,4,0
1099,3,1760,80,Math,Partially Met,1,4,1
1100,3,1760,80,Math,Approached,8,6,4
1101,3,1760,80,Math,Met,25,25,15
1102,3,1760,80,Math,Exceeded,8,1,1
1103,3,1760,90,ELA,Did Not Yet Meet,1,0,0
1104,3,1760,90,ELA,Partially Met,1,1,0
1105,3,1760,90,ELA,Approached,9,3,1
1106,3,1760,90,ELA,Met,28,18,14
1107,3,1760,90,ELA,Exceeded,13,6,5
1108,3,1760,90,Math,Partially Met,4,5,0
1109,3,1760,90,Math,Approached,8,3,3
1110,3,1760,90,Math,Met,29,19,12
1111,3,1760,90,Math,Exceeded,9,3,6
1112,3,1860,90,ELA,Did Not Yet Meet,1,4,3
1113,3,1860,90,ELA,Partially Met,5,10,10
1114,3,1860,90,ELA,Approached,4,9,8
1115,3,1860,90,ELA,Met,22,9,12
1116,3,1860,90,ELA,Exceeded,3,0,0
1117,3,1860,90,Math,Did Not Yet Meet,0,1,3
1118,3,1860,90,Math,Partially Met,6,1,5
1119,3,1860,90,Math,Approached,14,15,8
1120,3,1860,90,Math,Met,21,8,12
1121,3,1860,90,Math,Exceeded,4,0,3
1122,3,1860,100,ELA,Did Not Yet Meet,3,9,4
1123,3,1860,100,ELA,Partially Met,5,11,14
1124,3,1860,100,ELA,Approached,8,11,7
1125,3,1860,100,ELA,Met,8,5,12
1126,3,1860,100,ELA,Exceeded,0,3,1
1127,3,1860,100,Math,Did Not Yet Meet,4,5,3
1128,3,1860,100,Math,Partially Met,10,10,5
1129,3,1860,100,Math,Approached,14,17,4
1130,3,1860,100,Math,Met,6,8,12
1131,3,1860,100,Math,Exceeded,0,0,1
1132,3,1860,110,ELA,Did Not Yet Meet,4,4,1
1133,3,1860,110,ELA,Partially Met,16,4,4
1134,3,1860,110,ELA,Approached,11,3,7
1135,3,1860,110,ELA,Met,13,10,17
1136,3,1860,110,ELA,Exceeded,2,0,2
1137,3,1860,110,Math,Did Not Yet Meet,1,3,2
1138,3,1860,110,Math,Partially Met,8,9,0
1139,3,1860,110,Math,Approached,22,9,4
